sample_id,record_id,source_dataset,source_row_id,old_status,new_status,content_sha256,prompt_sha256,exact_reason,eval_corpus,matched_eval_id,matched_eval_ids,sample_stratum,sample_priority
35,716bac7235cd3aa58ce0d21a648253cc201f64c13674aa3c7a7924e554382bcf,fable_5_5_distillation,data/train-data-00003.parquet#7556,not_checked_missing_eval_source,quarantine_exact,c6b0b6f9f4ed3360594062c717e736d75f4e4c8608ec25f69f9663f03a4c00fc,301ee2bdb2b4edadb6f7447bfdd963eb877f8371aaf2f4516aaf8dece7eea66d,long_substring_ge_80,japanese_mt_bench,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_ja/reference_answer/gpt-4-v1.jsonl#5,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_ja/reference_answer/gpt-4-v1.jsonl#5,fable_5_5_distillation|japanese_mt_bench|long_substring_ge_80|content:c6b0b6f9f4ed3360594062c717e736d75f4e4c8608ec25f69f9663f03a4c00fc,1deb328d982a02df
36,e4c2b450ec3ce9b7f674cfb5cdb60d3432803899e7536f7d65af88a5ebe4f6fc,fable_5_5_distillation,data/train-data-00082.parquet#76127,not_checked_missing_eval_source,quarantine_exact,ae08e7dfec65bb46ebccb6882af1527e079e6d5d44f4b773f556485dba3d2d50,3973e022e93220f9212c18d0d0c543ae7c309e46640da93a4a0314de999f5112,long_substring_ge_80,japanese_mt_bench,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_ja/reference_answer/gpt-4-v1.jsonl#5,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_ja/reference_answer/gpt-4-v1.jsonl#5,fable_5_5_distillation|japanese_mt_bench|long_substring_ge_80|content:ae08e7dfec65bb46ebccb6882af1527e079e6d5d44f4b773f556485dba3d2d50,8fbe5cd4a03742dd
37,f365ae44d2f6ac16aa1a5e274b90c058601dee44ff4b401c840618824a47b45d,fable_5_5_distillation,data/train-data-00082.parquet#94510,not_checked_missing_eval_source,quarantine_exact,db8df3a1119ff7e3986c9678afc1b9b142f2d648d33e3f7152824ee50f82d6a7,3973e022e93220f9212c18d0d0c543ae7c309e46640da93a4a0314de999f5112,long_substring_ge_80,japanese_mt_bench,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_ja/reference_answer/gpt-4-v1.jsonl#5,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_ja/reference_answer/gpt-4-v1.jsonl#5,fable_5_5_distillation|japanese_mt_bench|long_substring_ge_80|content:db8df3a1119ff7e3986c9678afc1b9b142f2d648d33e3f7152824ee50f82d6a7,eafcf600908347a5
38,dc24e8561ffab09ddf4f575ec61680d4af9f97f83d5708843903b1a1a2130220,frontier_multi_teacher,data/canonical/train-00002-of-00006.parquet#2715,quarantine_exact,quarantine_exact,abb12f519cc3cc06435a454d0dd8942f0f6cde7f3305cec6b2d716158f47bfc1,9347491aa76c5c6a68786ccd5f2b443889e7de79be92053e366eb6dc313d5dbd,long_substring_ge_80,japanese_mt_bench,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_en/question/question-v0.jsonl#44,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_en/question/question-v0.jsonl#44,frontier_multi_teacher|japanese_mt_bench|long_substring_ge_80|content:abb12f519cc3cc06435a454d0dd8942f0f6cde7f3305cec6b2d716158f47bfc1,826b3bee2c275b47
39,8abf8595d8016f825603561d9c2458d4e571f59286ee2d080de4613df7b952f1,frontier_multi_teacher,data/canonical/train-00002-of-00006.parquet#3768,quarantine_exact,quarantine_exact,a294ff3da357923edddacbb28a6aed2f697750ecc96cd192570a10980b20f4a0,bb40910851111783682e8c453ad9bcb4f38f13d4f00fafd6548e9ea3293e643b,long_substring_ge_80,japanese_mt_bench,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_en/reference_answer/gpt-4-v0.jsonl#23,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_en/reference_answer/gpt-4-v0.jsonl#23,frontier_multi_teacher|japanese_mt_bench|long_substring_ge_80|content:a294ff3da357923edddacbb28a6aed2f697750ecc96cd192570a10980b20f4a0,005223515b880702
40,bf2fcd2dd48bdea81cff102987601a6e1726bb0a7860254e9cc2180e08d34fa9,frontier_multi_teacher,data/canonical/train-00004-of-00006.parquet#5155,quarantine_exact,quarantine_exact,398a75ece3a0bd7f09dccad9dc451362c3f2bb677cdd4aafbaa96575eac82599,594d996c458ff7bb944cdc3161e28f3ff7464cb79303d3115ca564b4a839330f,long_substring_ge_80,japanese_mt_bench,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_en/reference_answer/gpt-4-v0.jsonl#23,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_en/reference_answer/gpt-4-v0.jsonl#23,frontier_multi_teacher|japanese_mt_bench|long_substring_ge_80|content:398a75ece3a0bd7f09dccad9dc451362c3f2bb677cdd4aafbaa96575eac82599,0835846890f156e4
41,9121c56eb43e5156760630045207af5576951030c8dc074c1501ac2459c175a8,frontier_multi_teacher,data/canonical/train-00001-of-00006.parquet#3108,quarantine_exact,quarantine_exact,d338a1c2bf040940b4ed7d2d49015cb6bf9acec0b78fc7684a591215418fb711,c45b1a926dc2f560e43e70f8472a9f9d088ce506f0ddf28f33ae41d105388b20,long_substring_ge_80,japanese_mt_bench,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_en/reference_answer/gpt-4-v0.jsonl#23,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_en/reference_answer/gpt-4-v0.jsonl#23,frontier_multi_teacher|japanese_mt_bench|long_substring_ge_80|content:d338a1c2bf040940b4ed7d2d49015cb6bf9acec0b78fc7684a591215418fb711,0946ea79e8fcc570
42,f5b145725526225fc036db3460c7f338449fead471d7f6cad604f879513a4441,frontier_multi_teacher,data/canonical/train-00004-of-00006.parquet#5832,quarantine_exact,quarantine_exact,0c61fbf749b636370562dbd965836de21867987ac97cd4bc51c056229ea33c89,a701ea76c2b007d099d26f0f5095d221396dd462676db4773ab07f02da227084,long_substring_ge_80,japanese_mt_bench,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_en/reference_answer/gpt-4-v0.jsonl#23,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_en/reference_answer/gpt-4-v0.jsonl#23,frontier_multi_teacher|japanese_mt_bench|long_substring_ge_80|content:0c61fbf749b636370562dbd965836de21867987ac97cd4bc51c056229ea33c89,0ccce83ccdb62888
43,070271556c30df4fe85a3e9b8b354da154899a616144a838aa1bdf981df8ef53,frontier_multi_teacher,data/canonical/train-00001-of-00006.parquet#281,quarantine_exact,quarantine_exact,965a92c59cb8b7d8dc6abc9267eeb9eade36c7be3f4699f5e3e756a31e96f08a,66e5e09f63f7a8a5791f20b56be0852fb5e985900f7e4406429c482627864db2,long_substring_ge_80,japanese_mt_bench,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_en/reference_answer/gpt-4-v0.jsonl#23,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_en/reference_answer/gpt-4-v0.jsonl#23,frontier_multi_teacher|japanese_mt_bench|long_substring_ge_80|content:965a92c59cb8b7d8dc6abc9267eeb9eade36c7be3f4699f5e3e756a31e96f08a,0dd9d1e6292b46ef
44,88039b30b7ce8b41e873904faaa8cea724c9648e1b0be4acd4cc3d64af1a5cff,frontier_multi_teacher,data/canonical/train-00000-of-00006.parquet#5950,quarantine_exact,quarantine_exact,06c76cb03d50b2ca94984e582ec712f2502615acd511d430928641dcb3e1a9d0,12347e5e1a78fc511b2c42a40b2fd8647201a9444dd3ad9b7996683852834eb9,long_substring_ge_80,japanese_mt_bench,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_en/reference_answer/gpt-4-v0.jsonl#23,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_en/reference_answer/gpt-4-v0.jsonl#23,frontier_multi_teacher|japanese_mt_bench|long_substring_ge_80|content:06c76cb03d50b2ca94984e582ec712f2502615acd511d430928641dcb3e1a9d0,0f0b0075d4bc2214
45,ec8a680929956085cb014821d9ec721b53a2a543cc78bf9071f24c8aa965de34,frontier_multi_teacher,data/canonical/train-00002-of-00006.parquet#9273,quarantine_exact,quarantine_exact,e016ddb7bcd11a354f5e7388381d8d2896506d336738b6c8bc0220c6eb0b939c,0c4efcdc9c46439e694186d38512b8762a6296efeaa54f76f1ec75cd23e1b007,long_substring_ge_80,japanese_mt_bench,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_en/reference_answer/gpt-4-v0.jsonl#23,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_en/reference_answer/gpt-4-v0.jsonl#23,frontier_multi_teacher|japanese_mt_bench|long_substring_ge_80|content:e016ddb7bcd11a354f5e7388381d8d2896506d336738b6c8bc0220c6eb0b939c,1d6972f557154cf4
46,89393b19d1152db88a14309fe3b8d7d05d943627fabe107c41d0471d6b807006,frontier_multi_teacher,data/canonical/test-00000-of-00001.parquet#1967,quarantine_exact,quarantine_exact,ce3c095465848a8dd8db9779baaf47974375a9965cfe7528e6e0218989b1cdfe,374da338f43d799dd252ac8732d77cefb00d0c5979ee1eb19bc630e17955720e,long_substring_ge_80,japanese_mt_bench,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_en/reference_answer/gpt-4-v0.jsonl#23,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_en/reference_answer/gpt-4-v0.jsonl#23,frontier_multi_teacher|japanese_mt_bench|long_substring_ge_80|content:ce3c095465848a8dd8db9779baaf47974375a9965cfe7528e6e0218989b1cdfe,234fa3032635fccc
47,e705951d103760dc1c5ebc6078dddab0ee32239b14183d956fdd94c3e093554d,frontier_multi_teacher,data/canonical/validation-00000-of-00001.parquet#62,quarantine_exact,quarantine_exact,a11d522259d80c99aa6314d3261b939887b2ac851b81a6ed03411053a77a9dd1,29e4836243693c0add33504ed377af22b49ee7c1b1fcb38ec01cba9d9ab9c288,long_substring_ge_80,japanese_mt_bench,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_en/reference_answer/gpt-4-v0.jsonl#23,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_en/reference_answer/gpt-4-v0.jsonl#23,frontier_multi_teacher|japanese_mt_bench|long_substring_ge_80|content:a11d522259d80c99aa6314d3261b939887b2ac851b81a6ed03411053a77a9dd1,4f4c8ebf2c9ccdd6
48,04c10599b787175f3a42f702422d1c7b199af7d19cbfbfdbfb9b80da6084db33,frontier_multi_teacher,data/canonical/train-00003-of-00006.parquet#5689,quarantine_exact,quarantine_exact,e6ec44313f8592cfb94caab5b8ae20050d8a0f7e13fcc1874f6115208d5f3fd8,8196d1ab48746e7dd409900463ee3e472dbf77252fec5d0c267783a055bbf63e,long_substring_ge_80,japanese_mt_bench,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_en/reference_answer/gpt-4-v0.jsonl#23,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_en/reference_answer/gpt-4-v0.jsonl#23,frontier_multi_teacher|japanese_mt_bench|long_substring_ge_80|content:e6ec44313f8592cfb94caab5b8ae20050d8a0f7e13fcc1874f6115208d5f3fd8,5e28bb8f24efe9f0
49,c899f4bfe71b9102edea1070f3a1bb3d9b130f51e079f0a385d22d3f1f73f517,frontier_multi_teacher,data/canonical/train-00002-of-00006.parquet#6950,quarantine_exact,quarantine_exact,976cff26a5bf486fcc90d613f6aec839a64a14f7cd832e832fc69095965d09df,d110bce731a8485e6308eb8a907693dfdd700b7ef039bfe60c1ce5fb3d5fb3c8,long_substring_ge_80,japanese_mt_bench,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_en/reference_answer/gpt-4-v0.jsonl#23,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_en/reference_answer/gpt-4-v0.jsonl#23,frontier_multi_teacher|japanese_mt_bench|long_substring_ge_80|content:976cff26a5bf486fcc90d613f6aec839a64a14f7cd832e832fc69095965d09df,64597626eb8c5223
50,12f720be8e997884d6415e8eb31c0697f8a28ac52a98e8a7881a2cbfe32a0476,frontier_multi_teacher,data/canonical/train-00004-of-00006.parquet#4446,quarantine_exact,quarantine_exact,97f6fe3d23b8b3d74012ece7746f941f520daa6da24c85699a71f9d54a6e56a8,401766c459545a119f31e220c9913fb4db72cebce926465afc63a39bde9bd488,long_substring_ge_80,japanese_mt_bench,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_en/reference_answer/gpt-4-v0.jsonl#23,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_en/reference_answer/gpt-4-v0.jsonl#23,frontier_multi_teacher|japanese_mt_bench|long_substring_ge_80|content:97f6fe3d23b8b3d74012ece7746f941f520daa6da24c85699a71f9d54a6e56a8,6d4910731b69d206
51,9dd90ae2a687331216af470bf5d12cc79e0f6bcf56d1b4a9339887e6fe4109a0,frontier_multi_teacher,data/canonical/test-00000-of-00001.parquet#127,quarantine_exact,quarantine_exact,1a92a64279f9cff4b23a696010217fee44c86ee6aec87ba74a2b79f616371bda,2fdc2e4ce3c2f4b6ecf26d2fd88dd739ba0f7415f1fc2af536e8979f97aacbf2,long_substring_ge_80,japanese_mt_bench,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_en/reference_answer/gpt-4-v0.jsonl#23,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_en/reference_answer/gpt-4-v0.jsonl#23,frontier_multi_teacher|japanese_mt_bench|long_substring_ge_80|content:1a92a64279f9cff4b23a696010217fee44c86ee6aec87ba74a2b79f616371bda,72fbb4a9e8bee472
52,d0282bf4169eab0420d7bb36dc514881b4fae48ff0ea5f9afccefcb2f002b4c6,frontier_multi_teacher,data/canonical/validation-00000-of-00001.parquet#986,quarantine_exact,quarantine_exact,977cc3b64b47644b9aa4fd466a211267a403ff47c8deb5e30e788bbd01ffb65c,9bd809767a3dba2f04fedd487ede8d0294975da4133ce6506249b11ef4dffb7b,long_substring_ge_80,japanese_mt_bench,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_en/reference_answer/gpt-4-v0.jsonl#23,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_en/reference_answer/gpt-4-v0.jsonl#23,frontier_multi_teacher|japanese_mt_bench|long_substring_ge_80|content:977cc3b64b47644b9aa4fd466a211267a403ff47c8deb5e30e788bbd01ffb65c,774e1f1c3b5b128e
53,6bba0abb6d239cd88a9cc790b6614fd9d7a880ed469b28d66d7df61f80e5aae8,frontier_multi_teacher,data/canonical/train-00001-of-00006.parquet#11,quarantine_exact,quarantine_exact,7f83529fb3d1f0dd0e237a7d91133fbc96e764b46f501fd2f9eef89cd3eb804b,46360a4b514ba45d9a3106bb6ed2a420d14a0761e1279f62add710b44f96fa08,long_substring_ge_80,japanese_mt_bench,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_en/reference_answer/gpt-4-v0.jsonl#23,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_en/reference_answer/gpt-4-v0.jsonl#23,frontier_multi_teacher|japanese_mt_bench|long_substring_ge_80|content:7f83529fb3d1f0dd0e237a7d91133fbc96e764b46f501fd2f9eef89cd3eb804b,85c9095b7b6f5968
54,b878e6ec278bb9fe2799d2204e91e3a44fb5aa1da51caef11e05ae434c312725,frontier_multi_teacher,data/canonical/train-00001-of-00006.parquet#5259,quarantine_exact,quarantine_exact,6bbe3ac094eb956c1c57a2ae5353efdd0b038373bbee298ea62c7f315326cf0d,dda587fa7b51662217cdb5b416c9fe237769908ec381c4aa46f25f6e0fdd7e6c,long_substring_ge_80,japanese_mt_bench,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_en/reference_answer/gpt-4-v0.jsonl#23,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_en/reference_answer/gpt-4-v0.jsonl#23,frontier_multi_teacher|japanese_mt_bench|long_substring_ge_80|content:6bbe3ac094eb956c1c57a2ae5353efdd0b038373bbee298ea62c7f315326cf0d,bc85404c2acae7f2
55,cd92eceedaf92687c02105b2b8616731dedac993afe5c1670db497f2bdc3e32c,frontier_multi_teacher,data/canonical/train-00000-of-00006.parquet#5893,quarantine_exact,quarantine_exact,ef124b7530a1f94675841ea50133a23c50a49a40b51e15f37c696857a9bdc5b1,042de01459774a0cde7a700a1ee54b5e03f3c1791f3e421df4583b7f68911760,long_substring_ge_80,japanese_mt_bench,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_en/reference_answer/gpt-4-v0.jsonl#23,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_en/reference_answer/gpt-4-v0.jsonl#23,frontier_multi_teacher|japanese_mt_bench|long_substring_ge_80|content:ef124b7530a1f94675841ea50133a23c50a49a40b51e15f37c696857a9bdc5b1,c342d698da3f98de
56,25b1a718cb528b0a34e96d4ced13751f4388804c0306d19166422769309aefa3,frontier_multi_teacher,data/canonical/train-00003-of-00006.parquet#4234,quarantine_exact,quarantine_exact,9f2c3a1e0c9339a09279915d8d1fa6e944bc619ad3b7c3a852e693a8e2eef787,d97a6bab58c074d47e7a3b9d808a8be12167e059777fd24da7d6d7389d992687,long_substring_ge_80,japanese_mt_bench,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_en/reference_answer/gpt-4-v0.jsonl#23,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_en/reference_answer/gpt-4-v0.jsonl#23,frontier_multi_teacher|japanese_mt_bench|long_substring_ge_80|content:9f2c3a1e0c9339a09279915d8d1fa6e944bc619ad3b7c3a852e693a8e2eef787,e7489643aac6cd37
57,1286c500d44e9a177593d401e94eb8a8b1c0ea5c67de24cc4c6d8842be8ec389,frontier_multi_teacher,data/canonical/train-00003-of-00006.parquet#6683,quarantine_exact,quarantine_exact,89bce3c9afbcd426d282f600cdc96e65e0c65d39930ac796724fffb513b3e847,bb83867875926d7af0e347c599355937c923395d23fb5f771895dc2ebaf72941,long_substring_ge_80,japanese_mt_bench,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_en/reference_answer/gpt-4-v0.jsonl#23,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_en/reference_answer/gpt-4-v0.jsonl#23,frontier_multi_teacher|japanese_mt_bench|long_substring_ge_80|content:89bce3c9afbcd426d282f600cdc96e65e0c65d39930ac796724fffb513b3e847,f3cbdc5b783b53d6
58,9f647293accf50f86d3dfa3d39619017c6c89720350e37bcfa7a7aa8d4ac620f,frontier_multi_teacher,data/canonical/train-00004-of-00006.parquet#6478,quarantine_exact,quarantine_exact,9429b543eb50f38e3d6c0cb6422fadc2844366fd7c928c8b12048611f182a5b3,5c97407373b736a9f24bb6248e2b6212b57b55c9ff8c09977e442d26825b004a,long_substring_ge_80,japanese_mt_bench,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_en/reference_answer/gpt-4-v0.jsonl#23,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_en/reference_answer/gpt-4-v0.jsonl#23,frontier_multi_teacher|japanese_mt_bench|long_substring_ge_80|content:9429b543eb50f38e3d6c0cb6422fadc2844366fd7c928c8b12048611f182a5b3,fa5211912ccb44ba
59,80347c348cdc7b47b68cb0f16b5bd41690decd79d201e096b26fbcbc2c55223e,frontier_multi_teacher,data/canonical/train-00000-of-00006.parquet#7093,quarantine_exact,quarantine_exact,feb9b618d3efa96e678214d414befa8cf49aa0aa9465cb5c5d29f6a47c253694,dad78d57c327bf44d75e6b15c55b2afc3265ebf58442245d0233e1ac10b6e870,long_substring_ge_80,japanese_mt_bench,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_en/reference_answer/gpt-4-v0.jsonl#23,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_en/reference_answer/gpt-4-v0.jsonl#23,frontier_multi_teacher|japanese_mt_bench|long_substring_ge_80|content:feb9b618d3efa96e678214d414befa8cf49aa0aa9465cb5c5d29f6a47c253694,fe1fdc7e77f84b0d
60,c2e9ba97e35a02051fa7fe0243c04bc9102de0b38c2cff61a1751f29fd840def,frontier_multi_teacher,data/canonical/train-00001-of-00006.parquet#5332,quarantine_exact,quarantine_exact,17edada4d6da08637d37b6b43137dd80a45e8a57842a1deffa28293e714c351d,c9842df0473dc84e694a931790071c09f0e71973cb17431a2fa2d8b1216d184e,long_substring_ge_80,japanese_mt_bench,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_en/reference_answer/gpt-4-v0.jsonl#23,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_en/reference_answer/gpt-4-v0.jsonl#23,frontier_multi_teacher|japanese_mt_bench|long_substring_ge_80|content:17edada4d6da08637d37b6b43137dd80a45e8a57842a1deffa28293e714c351d,fed3a92f64f45e04
61,bbaf46903a43bfcbda87e240c1cf49fc3cf6a968db77767891573c802acc6814,frontier_multi_teacher,data/canonical/train-00004-of-00006.parquet#932,quarantine_exact,quarantine_exact,7631570e366a5b8b3a04a20ea306b1bfb4ee616c0ac5a3d6068886bcd99ce080,1e725d070559ea58a737de149b188e2fb135683ecf8fa30a12ae4066b15d5eee,long_substring_ge_80,japanese_mt_bench,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_en/reference_answer/gpt-4-v0.jsonl#23,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_en/reference_answer/gpt-4-v0.jsonl#23,frontier_multi_teacher|japanese_mt_bench|long_substring_ge_80|content:7631570e366a5b8b3a04a20ea306b1bfb4ee616c0ac5a3d6068886bcd99ce080,feed821cb150aeb5
62,ca8ed4674313e2804a119f4abac43440664639b1b4d39d7c3ec7836e84c27d84,frontier_multi_teacher,data/canonical/train-00005-of-00006.parquet#43,quarantine_exact,quarantine_exact,f196fde359d0a35ae1382787a78864ec30bc9ee953f8330abd27084f460353b3,b6f1c7036a27e9502141abf1bf6c7689af674e643ab9fbc37733400d94425ff6,long_substring_ge_80,japanese_mt_bench,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_ja/question/question_full-v3.jsonl#4,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_ja/question/question_full-v3.jsonl#4;japanese_mt_bench:src/llm_jp_judge/data/mt_bench_ja/question/question_full-v4.jsonl#4,frontier_multi_teacher|japanese_mt_bench|long_substring_ge_80|content:f196fde359d0a35ae1382787a78864ec30bc9ee953f8330abd27084f460353b3,a0ff6616f7ea45fc
63,ac6522bb29a59c15252212e833935616bdb33c77c7b3522c293d28c84fa0f427,frontier_multi_teacher,data/canonical/train-00003-of-00006.parquet#2823,quarantine_exact,quarantine_exact,b5f5d0fceba0f745e351503f88a4cd1bc21ff7bef4a026ba5e07d16d4ee1e43a,fcb55f7712c833a2cece8cf3910d8307037ac13d6c42788709ea111c23bcdde2,long_substring_ge_80,japanese_mt_bench,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_ja/reference_answer/base-gpt4o-with-human-annotation-v0.jsonl#3,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_ja/reference_answer/base-gpt4o-with-human-annotation-v0.jsonl#3,frontier_multi_teacher|japanese_mt_bench|long_substring_ge_80|content:b5f5d0fceba0f745e351503f88a4cd1bc21ff7bef4a026ba5e07d16d4ee1e43a,1493684a059716e8
64,3d2ab66f242ae9d16638028e0db4a489012df347e8f4efa1464ff30ab61054bc,frontier_multi_teacher,data/canonical/train-00002-of-00006.parquet#3068,quarantine_exact,quarantine_exact,50f8a9d6df471ccc004a0c167355390d483dc418167d52d7f5c7f78159953a81,ea85febc8d32b392000e9f65d79de64b8852dab66250bebbe1db66188a7ef908,long_substring_ge_80,japanese_mt_bench,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_ja/reference_answer/base-gpt4o-with-human-annotation-v0.jsonl#3,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_ja/reference_answer/base-gpt4o-with-human-annotation-v0.jsonl#3,frontier_multi_teacher|japanese_mt_bench|long_substring_ge_80|content:50f8a9d6df471ccc004a0c167355390d483dc418167d52d7f5c7f78159953a81,28d7eb021f771429
65,574e55089a2b7bb2fa0328f25549484f0dbbb411a16c0e1063b6174a9ff974f5,frontier_multi_teacher,data/canonical/train-00000-of-00006.parquet#378,quarantine_exact,quarantine_exact,c5b9cab33563c5e5cb115afc9bdf710d2efbbe1ae92976ba2c206a995ad4dd1d,307a32d6ee37c5f8a2817f38d47e3c7a25bb3165865246b1008192094deac0c1,long_substring_ge_80,japanese_mt_bench,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_ja/reference_answer/base-gpt4o-with-human-annotation-v0.jsonl#3,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_ja/reference_answer/base-gpt4o-with-human-annotation-v0.jsonl#3,frontier_multi_teacher|japanese_mt_bench|long_substring_ge_80|content:c5b9cab33563c5e5cb115afc9bdf710d2efbbe1ae92976ba2c206a995ad4dd1d,2d9685958a811187
66,0a9d5e35a6166d625b203acca0a5518bbde3b91805cba33c474cfe84917c50ac,frontier_multi_teacher,data/canonical/train-00000-of-00006.parquet#3529,quarantine_exact,quarantine_exact,5a75b79e21257b44105583194231b1af4a2f7d8938aecb401b1e817713f21384,62f665cae230b953d580efbf427f74f5fc59163a9d2dc4ca0c14b076b999c39c,long_substring_ge_80,japanese_mt_bench,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_ja/reference_answer/base-gpt4o-with-human-annotation-v0.jsonl#3,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_ja/reference_answer/base-gpt4o-with-human-annotation-v0.jsonl#3,frontier_multi_teacher|japanese_mt_bench|long_substring_ge_80|content:5a75b79e21257b44105583194231b1af4a2f7d8938aecb401b1e817713f21384,39fdc68df6481131
67,333c8d35a94127d3262d317c8a861f86f3c9cd29012cc851890f4505d228953f,frontier_multi_teacher,data/canonical/train-00000-of-00006.parquet#3960,quarantine_exact,quarantine_exact,06f540e4fb80395ba34e11f1f91b0d38fece0368df3cc34bcdcee656df31649d,0c043c8ad751d80f60172345b97dca67772cc3d6ba17e9e3746d67da8fa344c3,long_substring_ge_80,japanese_mt_bench,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_ja/reference_answer/base-gpt4o-with-human-annotation-v0.jsonl#3,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_ja/reference_answer/base-gpt4o-with-human-annotation-v0.jsonl#3,frontier_multi_teacher|japanese_mt_bench|long_substring_ge_80|content:06f540e4fb80395ba34e11f1f91b0d38fece0368df3cc34bcdcee656df31649d,3d60aab0fe9572b0
68,2ea3edfb2b4b74a288b33d2b630eedf2a582644a5129200832f07682767534ae,frontier_multi_teacher,data/canonical/train-00002-of-00006.parquet#8358,quarantine_exact,quarantine_exact,845eafb2a6b51686d1de0647dd9d13c79cd47ec690a43dc659536a725a9d7afb,6cf10c6c1dea4490fecfe3c9100e3d50d26ca759916ebef878f8dc080b42284e,long_substring_ge_80,japanese_mt_bench,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_ja/reference_answer/base-gpt4o-with-human-annotation-v0.jsonl#3,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_ja/reference_answer/base-gpt4o-with-human-annotation-v0.jsonl#3,frontier_multi_teacher|japanese_mt_bench|long_substring_ge_80|content:845eafb2a6b51686d1de0647dd9d13c79cd47ec690a43dc659536a725a9d7afb,42327ae05c2a80cd
