sample_id,sample_stratum,source_dataset,source_row_id,source_file,source_family,record_id,cluster_id,cluster_candidate_rows,cluster_source_rows,eval_corpora,eval_fingerprint_rows,raw_status,raw_reasons,similarity,content_hash,prompt_hash,candidate_projection_empty,all_eval_projections_empty,false_positive_candidate,false_positive_basis,recommended_disposition,sample_priority
37,frontier_multi_teacher|data/canonical|content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,frontier_multi_teacher,data/canonical/test-00000-of-00001.parquet#277,data/canonical/test-00000-of-00001.parquet,data/canonical,6b957c19138695bb20e17d333e722217048d8e1e55f7fb298b11d1d28d22b941,content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1393704,1393704,japanese_mt_bench,430,quarantine_exact,full_content_sha256,1.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,True,True,True,candidate_and_eval_normalized_content_are_empty,keep_quarantined_and_rescan_after_extractor_fix,000199fa826312cb
38,frontier_multi_teacher|data/canonical|content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,frontier_multi_teacher,data/canonical/train-00002-of-00006.parquet#4345,data/canonical/train-00002-of-00006.parquet,data/canonical,b2e13e5929adcaa1860309a7cf1960e26ad676aa0b628ab3f0fa072c78ea90d4,content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1393704,1393704,japanese_mt_bench,430,quarantine_exact,full_content_sha256,1.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,True,True,True,candidate_and_eval_normalized_content_are_empty,keep_quarantined_and_rescan_after_extractor_fix,00019c1c4ab47ef0
39,frontier_multi_teacher|metadata/parent_ids|content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,frontier_multi_teacher,metadata/parent_ids/sft_reasoning.parquet#19292,metadata/parent_ids/sft_reasoning.parquet,metadata/parent_ids,10f5480d5aec9b2f8cdeec9a2925aaf47d2469454098825d135114f5ec935a38,content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1393704,1393704,japanese_mt_bench,430,quarantine_exact,full_content_sha256,1.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,True,True,True,candidate_and_eval_normalized_content_are_empty,keep_quarantined_and_rescan_after_extractor_fix,0001be9a69ff2228
40,frontier_multi_teacher|metadata/context_buckets|content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,frontier_multi_teacher,metadata/context_buckets/glm47-le-8192.parquet#34936,metadata/context_buckets/glm47-le-8192.parquet,metadata/context_buckets,93004099b441fb1d89562b6cb62f9e1f9a04e85dadafa987fd6c183400e98905,content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1393704,1393704,japanese_mt_bench,430,quarantine_exact,full_content_sha256,1.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,True,True,True,candidate_and_eval_normalized_content_are_empty,keep_quarantined_and_rescan_after_extractor_fix,0001d0bcc7dc04f8
41,frontier_multi_teacher|metadata/context_buckets|content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,frontier_multi_teacher,metadata/context_buckets/glm47-le-131072.parquet#8802,metadata/context_buckets/glm47-le-131072.parquet,metadata/context_buckets,0d717246f8d18f556a9eccd2c357e79de61ee610a91ba5218c880118c87349c0,content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1393704,1393704,japanese_mt_bench,430,quarantine_exact,full_content_sha256,1.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,True,True,True,candidate_and_eval_normalized_content_are_empty,keep_quarantined_and_rescan_after_extractor_fix,0001d8735c49731e
42,frontier_multi_teacher|metadata/context_buckets|content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,frontier_multi_teacher,metadata/context_buckets/qwen3-le-65536.parquet#13745,metadata/context_buckets/qwen3-le-65536.parquet,metadata/context_buckets,64dfa029b1df2c2ec001aabe5fe489a7da7204aebfb04fbeb540ff6f2d98e7ab,content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1393704,1393704,japanese_mt_bench,430,quarantine_exact,full_content_sha256,1.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,True,True,True,candidate_and_eval_normalized_content_are_empty,keep_quarantined_and_rescan_after_extractor_fix,0001e9f5e75705b8
43,frontier_multi_teacher|data/prompt_completion_text|content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,frontier_multi_teacher,data/prompt_completion_text/train-00003-of-00005.parquet#8193,data/prompt_completion_text/train-00003-of-00005.parquet,data/prompt_completion_text,6e111164e0560b43ee9d17438038d4564bf3bf1d12cafa566b3979bf2276d046,content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1393704,1393704,japanese_mt_bench,430,quarantine_exact,full_content_sha256,1.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,True,True,True,candidate_and_eval_normalized_content_are_empty,keep_quarantined_and_rescan_after_extractor_fix,0001edf79e40f98f
44,frontier_multi_teacher|data/glm47_native|content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,frontier_multi_teacher,data/glm47_native/train-00007-of-00021.parquet#2077,data/glm47_native/train-00007-of-00021.parquet,data/glm47_native,810596561095011d4ae5234f98269285933409731111cc2c2c18e0e2bd65189b,content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1393704,1393704,japanese_mt_bench,430,quarantine_exact,full_content_sha256,1.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,True,True,True,candidate_and_eval_normalized_content_are_empty,keep_quarantined_and_rescan_after_extractor_fix,0002024ce2b48205
45,frontier_multi_teacher|metadata/context_buckets|content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,frontier_multi_teacher,metadata/context_buckets/llama31_final-le-16384.parquet#46635,metadata/context_buckets/llama31_final-le-16384.parquet,metadata/context_buckets,7cfbc46aae67763ef87e71e5f6076502a11dd1e68b58bc2cfbfd4951aa8dfe76,content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1393704,1393704,japanese_mt_bench,430,quarantine_exact,full_content_sha256,1.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,True,True,True,candidate_and_eval_normalized_content_are_empty,keep_quarantined_and_rescan_after_extractor_fix,000223fe4a442808
46,frontier_multi_teacher|data/glm47_native|content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,frontier_multi_teacher,data/glm47_native/train-00007-of-00019.parquet#1392,data/glm47_native/train-00007-of-00019.parquet,data/glm47_native,8160076841a3e79b111fec817c5edda89f06762fc8b026178edbfa57988505c7,content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1393704,1393704,japanese_mt_bench,430,quarantine_exact,full_content_sha256,1.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,True,True,True,candidate_and_eval_normalized_content_are_empty,keep_quarantined_and_rescan_after_extractor_fix,00022846eb53d77c
47,frontier_multi_teacher|metadata/context_buckets|content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,frontier_multi_teacher,metadata/context_buckets/qwen3-le-131072.parquet#27124,metadata/context_buckets/qwen3-le-131072.parquet,metadata/context_buckets,0ad552f28b8faa8397c2e285f6446cb7ceb379bfee03c24ef14e93b01e809581,content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1393704,1393704,japanese_mt_bench,430,quarantine_exact,full_content_sha256,1.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,True,True,True,candidate_and_eval_normalized_content_are_empty,keep_quarantined_and_rescan_after_extractor_fix,00023fa786403d5e
48,frontier_multi_teacher|metadata/context_buckets|content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,frontier_multi_teacher,metadata/context_buckets/llama31_final-le-65536.parquet#45151,metadata/context_buckets/llama31_final-le-65536.parquet,metadata/context_buckets,11e262f4e3cfd976062a9fef2de19626f567ec44821361264d8059261b7bd83d,content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1393704,1393704,japanese_mt_bench,430,quarantine_exact,full_content_sha256,1.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,True,True,True,candidate_and_eval_normalized_content_are_empty,keep_quarantined_and_rescan_after_extractor_fix,00024747d917fcee
49,frontier_multi_teacher|metadata/context_buckets|content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,frontier_multi_teacher,metadata/context_buckets/llama31_final-le-131072.parquet#48476,metadata/context_buckets/llama31_final-le-131072.parquet,metadata/context_buckets,b1fe7ab192caa66634bc455d8d14a5236b08f48fbb9124e9368f66b1d6c82f27,content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1393704,1393704,japanese_mt_bench,430,quarantine_exact,full_content_sha256,1.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,True,True,True,candidate_and_eval_normalized_content_are_empty,keep_quarantined_and_rescan_after_extractor_fix,000250dbe8efb8d7
50,frontier_multi_teacher|metadata/context_buckets|content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,frontier_multi_teacher,metadata/context_buckets/qwen3-le-32768.parquet#15480,metadata/context_buckets/qwen3-le-32768.parquet,metadata/context_buckets,46ff475201f3432b4861196d75513bdedfb680336c0eb8bd537196c8ec1b0623,content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1393704,1393704,japanese_mt_bench,430,quarantine_exact,full_content_sha256,1.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,True,True,True,candidate_and_eval_normalized_content_are_empty,keep_quarantined_and_rescan_after_extractor_fix,00025cee327f64bc
51,frontier_multi_teacher|data/canonical|content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,frontier_multi_teacher,data/canonical/train-00003-of-00005.parquet#2588,data/canonical/train-00003-of-00005.parquet,data/canonical,9225e8067dc11dd5fb386ba2fe569e85a00809f633cca1803f1e2c1bf3857eaa,content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1393704,1393704,japanese_mt_bench,430,quarantine_exact,full_content_sha256,1.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,True,True,True,candidate_and_eval_normalized_content_are_empty,keep_quarantined_and_rescan_after_extractor_fix,00026feda2800bc4
52,frontier_multi_teacher|metadata/context_buckets|content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,frontier_multi_teacher,metadata/context_buckets/glm47-le-8192.parquet#47657,metadata/context_buckets/glm47-le-8192.parquet,metadata/context_buckets,bd80e8981333d2b27118858cb2b9a18a221cea7cd29a4679031349930461935f,content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1393704,1393704,japanese_mt_bench,430,quarantine_exact,full_content_sha256,1.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,True,True,True,candidate_and_eval_normalized_content_are_empty,keep_quarantined_and_rescan_after_extractor_fix,000275e04ce9c9e8
53,frontier_multi_teacher|data/prompt_completion_text|content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,frontier_multi_teacher,data/prompt_completion_text/train-00001-of-00005.parquet#826,data/prompt_completion_text/train-00001-of-00005.parquet,data/prompt_completion_text,0bf9b744914298ca52ab2a9f87d8d219628f07726388e6baec8cd84565664ab2,content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1393704,1393704,japanese_mt_bench,430,quarantine_exact,full_content_sha256,1.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,True,True,True,candidate_and_eval_normalized_content_are_empty,keep_quarantined_and_rescan_after_extractor_fix,00027a9b69e59221
54,frontier_multi_teacher|data/token_stats|content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,frontier_multi_teacher,data/token_stats/train-00002-of-00006.parquet#7371,data/token_stats/train-00002-of-00006.parquet,data/token_stats,bbfabc6ed6825bb28980532f6be793c2b2fd83c4190b6c8344f11e1ce6faa857,content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1393704,1393704,japanese_mt_bench,430,quarantine_exact,full_content_sha256,1.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,True,True,True,candidate_and_eval_normalized_content_are_empty,keep_quarantined_and_rescan_after_extractor_fix,0002809c0f7cd78e
55,frontier_multi_teacher|data/glm47_native|content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,frontier_multi_teacher,data/glm47_native/train-00004-of-00021.parquet#721,data/glm47_native/train-00004-of-00021.parquet,data/glm47_native,965285d229cfc464c448dd98192b06ffb2ca07f78569d440e239fe142ab1e7c0,content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1393704,1393704,japanese_mt_bench,430,quarantine_exact,full_content_sha256,1.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,True,True,True,candidate_and_eval_normalized_content_are_empty,keep_quarantined_and_rescan_after_extractor_fix,0002840f610fbd5a
56,frontier_multi_teacher|metadata/context_buckets|content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,frontier_multi_teacher,metadata/context_buckets/glm47-le-16384.parquet#19875,metadata/context_buckets/glm47-le-16384.parquet,metadata/context_buckets,bd09e9f8cc311adbbda6ba6711d66413332f82e696f7726ad95dbf8f2a15d571,content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1393704,1393704,japanese_mt_bench,430,quarantine_exact,full_content_sha256,1.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,True,True,True,candidate_and_eval_normalized_content_are_empty,keep_quarantined_and_rescan_after_extractor_fix,00028c262fcbadc4
57,frontier_multi_teacher|data/token_stats|content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,frontier_multi_teacher,data/token_stats/train-00000-of-00006.parquet#8546,data/token_stats/train-00000-of-00006.parquet,data/token_stats,0d81ca9d52a76bdea1531b006b1a64660154ea5848b8623f89ab41e8a993a416,content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1393704,1393704,japanese_mt_bench,430,quarantine_exact,full_content_sha256,1.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,True,True,True,candidate_and_eval_normalized_content_are_empty,keep_quarantined_and_rescan_after_extractor_fix,0002a2e9a6240736
58,frontier_multi_teacher|data/token_stats|content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,frontier_multi_teacher,data/token_stats/train-00004-of-00006.parquet#673,data/token_stats/train-00004-of-00006.parquet,data/token_stats,55a1eb42b63922072e1d542dc190efaa894e8af58cb6f7a41d55921fc68a1d51,content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1393704,1393704,japanese_mt_bench,430,quarantine_exact,full_content_sha256,1.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,True,True,True,candidate_and_eval_normalized_content_are_empty,keep_quarantined_and_rescan_after_extractor_fix,0002a47e9e60729e
59,frontier_multi_teacher|metadata/context_buckets|content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,frontier_multi_teacher,metadata/context_buckets/llama31_final-le-131072.parquet#49148,metadata/context_buckets/llama31_final-le-131072.parquet,metadata/context_buckets,fc923baf0d5f6c642cdc8a75e1653df384c7c5a256f6c41dfa34029e63fbf5eb,content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1393704,1393704,japanese_mt_bench,430,quarantine_exact,full_content_sha256,1.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,True,True,True,candidate_and_eval_normalized_content_are_empty,keep_quarantined_and_rescan_after_extractor_fix,0002b978dc5d9fbb
60,frontier_multi_teacher|metadata/context_buckets|content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,frontier_multi_teacher,metadata/context_buckets/glm47-le-131072.parquet#42823,metadata/context_buckets/glm47-le-131072.parquet,metadata/context_buckets,6f6a2053c576f4d66cc9bbf1e84f902398b361f044a92e9719ad5fc341cb5c98,content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1393704,1393704,japanese_mt_bench,430,quarantine_exact,full_content_sha256,1.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,True,True,True,candidate_and_eval_normalized_content_are_empty,keep_quarantined_and_rescan_after_extractor_fix,0002cad737ca52b6
61,frontier_multi_teacher|metadata/context_buckets|content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,frontier_multi_teacher,metadata/context_buckets/llama31_final-le-65536.parquet#27472,metadata/context_buckets/llama31_final-le-65536.parquet,metadata/context_buckets,4b25825065245961616dbf3cd68780f3b912155f6238e315000f4419d18fbc5c,content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1393704,1393704,japanese_mt_bench,430,quarantine_exact,full_content_sha256,1.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,True,True,True,candidate_and_eval_normalized_content_are_empty,keep_quarantined_and_rescan_after_extractor_fix,0002d3f8c8c502e3
62,frontier_multi_teacher|metadata/context_buckets|content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,frontier_multi_teacher,metadata/context_buckets/qwen3-le-8192.parquet#20307,metadata/context_buckets/qwen3-le-8192.parquet,metadata/context_buckets,822a6dab8d62491e6407c50caa8e24ff9f4e7fc1e4ed65c861a481faed0d4a2d,content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1393704,1393704,japanese_mt_bench,430,quarantine_exact,full_content_sha256,1.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,True,True,True,candidate_and_eval_normalized_content_are_empty,keep_quarantined_and_rescan_after_extractor_fix,0002e00b8902c9b3
63,frontier_multi_teacher|data/glm47_native|content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,frontier_multi_teacher,data/glm47_native/train-00010-of-00021.parquet#1755,data/glm47_native/train-00010-of-00021.parquet,data/glm47_native,3caf20cf813f1945ea7632e43aa88c42296c72f0f68796ed55e4c93b7792d8d4,content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1393704,1393704,japanese_mt_bench,430,quarantine_exact,full_content_sha256,1.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,True,True,True,candidate_and_eval_normalized_content_are_empty,keep_quarantined_and_rescan_after_extractor_fix,0002ff2e8aca7034
64,frontier_multi_teacher|metadata/context_buckets|content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,frontier_multi_teacher,metadata/context_buckets/qwen3-le-8192.parquet#9519,metadata/context_buckets/qwen3-le-8192.parquet,metadata/context_buckets,61d7bdf9e1702282205dfe432d70ed72e01d13594cc15184ba143db93ef87132,content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1393704,1393704,japanese_mt_bench,430,quarantine_exact,full_content_sha256,1.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,True,True,True,candidate_and_eval_normalized_content_are_empty,keep_quarantined_and_rescan_after_extractor_fix,00030bcfcfca07f6
65,frontier_multi_teacher|metadata/context_buckets|content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,frontier_multi_teacher,metadata/context_buckets/llama31_final-le-65536.parquet#8031,metadata/context_buckets/llama31_final-le-65536.parquet,metadata/context_buckets,f4d2bfb6507a3116af15a4e1dae9c77ac3416d9d9b9301bedcd40266aa482e9c,content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1393704,1393704,japanese_mt_bench,430,quarantine_exact,full_content_sha256,1.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,True,True,True,candidate_and_eval_normalized_content_are_empty,keep_quarantined_and_rescan_after_extractor_fix,00031a523da36cfc
66,frontier_multi_teacher|data/canonical|content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,frontier_multi_teacher,data/canonical/train-00003-of-00006.parquet#5881,data/canonical/train-00003-of-00006.parquet,data/canonical,4cdadaf9c971702c11dc3f5ca75b519092303c38463df3ce286f2c1e7d971ff2,content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1393704,1393704,japanese_mt_bench,430,quarantine_exact,full_content_sha256,1.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,True,True,True,candidate_and_eval_normalized_content_are_empty,keep_quarantined_and_rescan_after_extractor_fix,0003239de645e59c
67,frontier_multi_teacher|metadata/context_buckets|content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,frontier_multi_teacher,metadata/context_buckets/glm47-le-65536.parquet#28085,metadata/context_buckets/glm47-le-65536.parquet,metadata/context_buckets,bee744379a5d247c29441d8493056380b1fddd3377d37d9985945b8481d2005c,content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1393704,1393704,japanese_mt_bench,430,quarantine_exact,full_content_sha256,1.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,True,True,True,candidate_and_eval_normalized_content_are_empty,keep_quarantined_and_rescan_after_extractor_fix,00032bc78f7ff8c2
68,frontier_multi_teacher|data/prompt_completion_text|content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,frontier_multi_teacher,data/prompt_completion_text/train-00001-of-00005.parquet#9209,data/prompt_completion_text/train-00001-of-00005.parquet,data/prompt_completion_text,aabb36b322fbd547207a55c6fef70dc79951f9e967dc4b5ed9216571e5fed4de,content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1393704,1393704,japanese_mt_bench,430,quarantine_exact,full_content_sha256,1.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,True,True,True,candidate_and_eval_normalized_content_are_empty,keep_quarantined_and_rescan_after_extractor_fix,00032c9e7b24ff69
69,frontier_multi_teacher|metadata/context_buckets|content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,frontier_multi_teacher,metadata/context_buckets/qwen3-le-16384.parquet#20656,metadata/context_buckets/qwen3-le-16384.parquet,metadata/context_buckets,70f0a81820e62b04f13149b546b7568c7100407947faf30030d17aa63dc8cf74,content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1393704,1393704,japanese_mt_bench,430,quarantine_exact,full_content_sha256,1.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,True,True,True,candidate_and_eval_normalized_content_are_empty,keep_quarantined_and_rescan_after_extractor_fix,00038c3cbf250fac
70,frontier_multi_teacher|metadata/context_buckets|content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,frontier_multi_teacher,metadata/context_buckets/glm47-le-8192.parquet#4543,metadata/context_buckets/glm47-le-8192.parquet,metadata/context_buckets,5137b057eb1a2cb188c0c8f0f47880544636c5be3acd75effc7201d14ecd2352,content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1393704,1393704,japanese_mt_bench,430,quarantine_exact,full_content_sha256,1.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,True,True,True,candidate_and_eval_normalized_content_are_empty,keep_quarantined_and_rescan_after_extractor_fix,0003991f73931e22
71,frontier_multi_teacher|metadata/context_buckets|content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,frontier_multi_teacher,metadata/context_buckets/glm47-le-32768.parquet#1990,metadata/context_buckets/glm47-le-32768.parquet,metadata/context_buckets,0487b4d96d18b42d5e65276aecffbdb9b7c21caa0fd3d0a14202a094c203ecf8,content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1393704,1393704,japanese_mt_bench,430,quarantine_exact,full_content_sha256,1.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,True,True,True,candidate_and_eval_normalized_content_are_empty,keep_quarantined_and_rescan_after_extractor_fix,0003a0e80c95d2dd
72,frontier_multi_teacher|metadata/context_buckets|content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,frontier_multi_teacher,metadata/context_buckets/glm47-le-16384.parquet#24632,metadata/context_buckets/glm47-le-16384.parquet,metadata/context_buckets,0fec4f8da17828b707d09fdff75874590fe8f8dafd563b2907d8dfa4ba87d9cc,content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1393704,1393704,japanese_mt_bench,430,quarantine_exact,full_content_sha256,1.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,True,True,True,candidate_and_eval_normalized_content_are_empty,keep_quarantined_and_rescan_after_extractor_fix,0003be0c8ae70e5d
73,frontier_multi_teacher|metadata/context_buckets|content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,frontier_multi_teacher,metadata/context_buckets/llama31_final-le-16384.parquet#51353,metadata/context_buckets/llama31_final-le-16384.parquet,metadata/context_buckets,21e10fe9eab4625b7b0ccc4b3369373d219ce93970a5286db5ce06708399040b,content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1393704,1393704,japanese_mt_bench,430,quarantine_exact,full_content_sha256,1.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,True,True,True,candidate_and_eval_normalized_content_are_empty,keep_quarantined_and_rescan_after_extractor_fix,0003cc5460ddab68
